"DATASET_STRING","TOPIC_STRING"
"DECENNIALGU2000","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Building_Materials_and_Structural_Features, Children, Citizenship, Civilian_Population, Class_of_Worker, Commuting, Condos_and_Co_ops, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_and_Safety_Characteristics, Heating_and_Air_Conditioning_HVAC, Homeownership_Rate, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, International_and_Domestic_Migration, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Military_Population, Mortgage_Costs, Native_Born, Native_Hawaiian_and_Other_Pacific_Islander, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Part_or_Full_Time, Physical_Characteristics, Place_of_Birth, Population_Total, Public_Education_Finances, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, Same_Sex_Couples, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Type_of_School, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Rates, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALGU2010","Age_and_Sex, Ancestry, Asian, Black_or_African_American, Building_Materials_and_Structural_Features, Children, Citizenship, Civilian_Population, Class_of_Worker, Commuting, Computer_and_Internet_Use, Condos_and_Co_ops, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_Insurance, Health_and_Safety_Characteristics, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Homeownership_Rate, Household_Size_and_Type, Household_and_Family, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Income_and_Earnings, Industry, Insurance_Utilities_and_Other_Fees, International_and_Domestic_Migration, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Military_Population, Mortgage_Costs, Native_Born, Native_Hawaiian_and_Other_Pacific_Islander, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Part_or_Full_Time, Physical_Characteristics, Place_of_Birth, Population_Change_and_Components, Population_Total, Public_Education_Finances, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, Same_Sex_Couples, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Type_of_School, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Rates, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALMP2000","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Building_Materials_and_Structural_Features, Children, Citizenship, Civilian_Population, Class_of_Worker, Commuting, Condos_and_Co_ops, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_and_Safety_Characteristics, Heating_and_Air_Conditioning_HVAC, Homeownership_Rate, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, International_and_Domestic_Migration, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Military_Population, Mortgage_Costs, Native_Born, Native_Hawaiian_and_Other_Pacific_Islander, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Part_or_Full_Time, Physical_Characteristics, Place_of_Birth, Population_Total, Public_Education_Finances, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, Same_Sex_Couples, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Type_of_School, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Rates, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALMP2010","Age_and_Sex, Ancestry, Asian, Black_or_African_American, Building_Materials_and_Structural_Features, Children, Citizenship, Civilian_Population, Class_of_Worker, Commuting, Computer_and_Internet_Use, Condos_and_Co_ops, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Group_Quarters_Population, Health_Insurance, Health_and_Safety_Characteristics, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Homeownership_Rate, Household_Size_and_Type, Household_and_Family, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Income_and_Earnings, Industry, Insurance_Utilities_and_Other_Fees, International_and_Domestic_Migration, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Military_Population, Mortgage_Costs, Native_Born, Native_Hawaiian_and_Other_Pacific_Islander, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Part_or_Full_Time, Physical_Characteristics, Place_of_Birth, Population_Change_and_Components, Population_Total, Public_Education_Finances, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, Same_Sex_Couples, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Type_of_School, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Rates, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALPES2020",""
"DECENNIALPL2000","American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Hispanic_or_Latino, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Race_and_Ethnicity, Some_Other_Race, Two_or_More_Races, White"
"DECENNIALPL2010","American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Hispanic_or_Latino, Housing_Units, Native_Hawaiian_and_Other_Pacific_Islander, Population_Total, Race_and_Ethnicity, Some_Other_Race, Two_or_More_Races, White"
"DECENNIALPL2018","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Counts_Estimates_and_Projections, Group_Quarters_Population, Hispanic_or_Latino, Housing, Housing_Units, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Population_Total, Populations_and_People, Race_and_Ethnicity, Redistricting, Some_Other_Race, Two_or_More_Races, Vacancy, Voting_and_Registration, White"
"DECENNIALPL2020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Counts_Estimates_and_Projections, Government, Group_Quarters_Population, Hispanic_or_Latino, Housing, Housing_Units, Military_Population, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Population_Total, Populations_and_People, Race_and_Ethnicity, Redistricting, Some_Other_Race, Two_or_More_Races, Vacancy, Voting_and_Registration, White"
"DECENNIALPLNAT2010","American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Hispanic_or_Latino, Housing_Units, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Population_Total, Race_and_Ethnicity, Some_Other_Race, Two_or_More_Races, White"
"DECENNIALSDHC2020","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Counts_Estimates_and_Projections, Families_and_Household_Characteristics, Families_and_Living_Arrangements, Family_Size_and_Type, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupancy_Characteristics, Populations_and_People, Race_and_Ethnicity, Relationship, Selected_Household_Characteristics, Some_Other_Race, Two_or_More_Races, White"
"DECENNIALSELFRR2020",""
"DECENNIALSF12000","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Family_Size_and_Type, Group_Quarters_Population, Hispanic_or_Latino, Household_Size_and_Type, Housing_Units, Native_Hawaiian_and_Other_Pacific_Islander, Older_Population, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Population_Total, Race_and_Ethnicity, Relationship, Same_Sex_Couples, Some_Other_Race, Two_or_More_Races, Vacancy, Vacancy_Characteristics, Vacancy_Rates, White"
"DECENNIALSF12010","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Family_Size_and_Type, Grandparents_and_Grandchildren, Group_Quarters_Population, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing_Units, Native_Hawaiian_and_Other_Pacific_Islander, Older_Population, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Population_Total, Race_and_Ethnicity, Relationship, Same_Sex_Couples, Some_Other_Race, Two_or_More_Races, Vacancy, Vacancy_Characteristics, Vacancy_Rates, White"
"DECENNIALSF1ES2010","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Family_Size_and_Type, Grandparents_and_Grandchildren, Group_Quarters_Population, Hispanic_or_Latino, Homeownership_Rate, Household_Size_and_Type, Household_and_Family, Housing_Units, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Older_Population, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Population_Total, Race_and_Ethnicity, Relationship, Same_Sex_Couples, Some_Other_Race, Two_or_More_Races, Vacancy_Rates, White"
"DECENNIALSF22000","Age_and_Sex, Children, Family_Size_and_Type, Hispanic_or_Latino, Household_Size_and_Type, Housing_Units, Older_Population, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Population_Total, Race_and_Ethnicity, Relationship, Same_Sex_Couples"
"DECENNIALSF22010","Age_and_Sex, Children, Family_Size_and_Type, Grandparents_and_Grandchildren, Group_Quarters_Population, Hispanic_or_Latino, Household_Size_and_Type, Household_and_Family, Housing_Units, Older_Population, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Population_Total, Race_and_Ethnicity, Relationship, Same_Sex_Couples, Vacancy, Vacancy_Characteristics, Vacancy_Rates"
"DECENNIALSF32000","Age_and_Sex, American_Indian_and_Alaska_Native, Ancestry, Asian, Black_or_African_American, Cash_Assistance_and_Social_Insurance, Children, Citizenship, Civilian_Population, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Foreign_Born, Grandparents_and_Grandchildren, Group_Quarters_Population, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Manufactured_Mobile_Homes, Marital_Status_and_Marital_History, Mortgage_Costs, Native_Hawaiian_and_Other_Pacific_Islander, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Part_or_Full_Time, Physical_Characteristics, Place_of_Birth, Population_Total, Race_and_Ethnicity, Real_Estate_Taxes, Relationship, Renter_Costs, Residential_Mobility, Same_Sex_Couples, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Type_of_School, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy, Vacancy_Characteristics, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALSF42000","Age_and_Sex, Cash_Assistance_and_Social_Insurance, Children, Citizenship, Civilian_Population, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Foreign_Born, Grandparents_and_Grandchildren, Group_Quarters_Population, Heating_and_Air_Conditioning_HVAC, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Manufactured_Mobile_Homes, Marital_Status_and_Marital_History, Mortgage_Costs, Native_Born, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Part_or_Full_Time, Physical_Characteristics, Place_of_Birth, Population_Total, Public_Education_Finances, Real_Estate_Taxes, Relationship, Renter_Costs, Residential_Mobility, Same_Sex_Couples, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Type_of_School, Types_of_Rooms, Units_and_Stories_in_Structure, Veterans, Water_Sewage_and_Plumbing_Facilities, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALSLDH","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Family_Size_and_Type, Group_Quarters_Population, Hispanic_or_Latino, Homeownership_Rate, Household_Size_and_Type, Housing_Units, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Older_Population, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Population_Total, Race_and_Ethnicity, Relationship, Same_Sex_Couples, Some_Other_Race, Two_or_More_Races, Vacancy_Rates, White"
"DECENNIALSLDS","Age_and_Sex, American_Indian_and_Alaska_Native, Ancestry, Asian, Black_or_African_American, Cash_Assistance_and_Social_Insurance, Children, Citizenship, Civilian_Population, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Foreign_Born, Grandparents_and_Grandchildren, Group_Quarters_Population, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Homeownership_Rate, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Manufactured_Mobile_Homes, Marital_Status_and_Marital_History, Mortgage_Costs, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Part_or_Full_Time, Physical_Characteristics, Place_of_Birth, Population_Total, Public_Education_Finances, Race_and_Ethnicity, Real_Estate_Taxes, Relationship, Renter_Costs, Residential_Mobility, Same_Sex_Couples, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Type_of_School, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"DECENNIALVI2000","Age_and_Sex, American_Indian_and_Alaska_Native, Asian, Black_or_African_American, Children, Citizenship, Civilian_Population, Class_of_Worker, Commuting, Condos_and_Co_ops, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Group_Quarters_Population, Hispanic_or_Latino, Homeownership_Rate, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Manufactured_Mobile_Homes, Marital_Status_and_Marital_History, Mortgage_Costs, Native_Born, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupants_Per_Room, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Householder_Characteristics, Owner_Renter_Tenure, Part_or_Full_Time, Physical_Characteristics, Place_of_Birth, Population_Total, Public_Education_Finances, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, Same_Sex_Couples, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Type_of_School, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Rates, Veterans, Vocational_Training, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
